ds,SALES,yearly,trend,monthly,weekly,holidays,KPM_COST_EMOD,PLA_AD_SPEND_PLA,TOA_AD_SPEND_TOA
2021-12-06,15088069.919997461,-754658.9976353764,14910716.012117345,-334475.92753341404,-523123.7428247975,0.0,0.0,38.40000000000001,12.684000000000001
2021-12-07,15416178.719997333,-747421.2248716322,14917930.453323085,-79906.13825169018,-688841.17917115,0.0,0.0,42.00000000000001,10.08
2021-12-08,14764682.559997909,-748397.3015414394,14925144.894528829,162420.02465342756,-640724.5174754899,0.0,0.0,35.0,8.82
2021-12-09,15424201.119996654,-759129.8237398367,14932359.33573457,330657.1722319009,-113948.68866544412,0.0,0.0,35.0,10.164
2021-12-10,15244079.839997798,-780845.9772051892,14939573.776940314,426509.3638154965,572969.0234925441,0.0,0.0,39.199999999999996,8.204
2021-12-11,15256341.59999751,-814408.626213169,14946788.218146056,487343.45737823256,680827.7168528729,0.0,0.0,41.6,7.644
2021-12-12,16596071.359996485,-860277.600289507,14954002.6593518,541694.620718258,712841.3877928326,0.0,0.0,38.20000000000001,14.672
2021-12-13,15180172.959997518,-918482.403776532,14961217.100557543,586362.9434725118,-523123.7428257933,0.0,0.0,35.8,9.436
2021-12-14,14797721.599997476,-988607.2587352257,14968431.541763283,596940.5543483562,-688841.1791704174,0.0,0.0,37.4,5.851999999999999
2021-12-15,15365733.279996729,-1069789.0500329742,14975645.982969029,554405.0907761134,-640724.5174748623,0.0,0.0,35.4,5.263999999999999
2021-12-16,16665972.95999521,-1160728.3821320045,14982860.42417477,462931.9975617592,-113948.6886653669,0.0,0.0,37.4,3.892
2021-12-17,16546291.999996115,-1259713.5901242492,14990074.865380514,348612.49090967444,572969.0234920599,0.0,0.0,38.400000000000006,4.508
2021-12-18,16436815.679995757,-1364657.1831084336,14997289.306586254,246169.9579558879,680827.7168520953,0.0,0.0,40.4,6.215999999999999
2021-12-19,16235545.439995928,-1473143.8463008737,15004503.747791998,184695.58690492256,712841.3877922193,0.0,0.0,40.6,14.728
2021-12-20,16208070.559996437,-1582488.7991214483,15011718.188997742,175891.84088281522,-523123.7428257718,3181883.5424979534,0.0,41.6,14.728
2021-12-21,16511357.759996332,-1689805.0091624176,15018932.630203484,203667.2676565093,-688841.1791707036,0.0,0.0,39.40000000000001,14.868
2021-12-22,18148880.47999477,-1792077.504786252,15026147.071409224,219802.53949311795,-640724.5174742346,0.0,0.0,276.955376,17.164
2021-12-23,20479395.039992712,-1886242.8193578208,15033361.51261497,157668.4527190514,-113948.68866743696,0.0,0.0,960.679266,29.595999999999997
2021-12-24,16667536.95999434,-1969271.4437893613,15040575.953820713,-30661.0582882778,572969.0234938699,0.0,0.0,129.591642,19.852
2021-12-25,312317.9200000002,-2038251.0655847215,15047790.395026457,-330487.1334276462,680827.7168527052,0.0,0.0,42.519999999999996,0.924
2021-12-26,9656371.519998584,-2090468.3348399384,15055004.836232198,-648372.4283762905,712841.3877917088,0.0,0.0,164.08,4.004
2021-12-27,10708638.079998171,-2123486.9218475204,15062219.277437942,-849499.4550008916,-523123.7428267674,-814079.9120731129,0.0,314.02,9.632
2021-12-28,11702771.679998158,-2135219.716520898,15069433.718643682,-836582.507120777,-688841.1791696715,0.0,0.0,13.780000000000001,3.528
2021-12-29,11789454.079998367,-2123993.1646155966,15076648.159849426,-619758.8639565124,-640724.5174736069,0.0,0.0,0.0,0.0
2021-12-30,14016740.95999754,-2088601.9357233443,15083862.60105517,-322781.0045120137,-113948.6886659862,0.0,0.0,0.0,0.0
2021-12-31,16626626.399995735,-2028352.3679153824,15091077.04226091,-111907.43701687331,572969.0234933856,0.0,0.0,0.0,0.0
2022-01-01,8427832.959999315,-1943093.4268470244,15098291.483466651,-91783.92664950703,680827.7168526215,0.0,0.0,88.22703600000001,0.0
2022-01-02,11889833.439998208,-1833234.2451623508,15105505.924672397,-240776.5374431141,712841.3877911983,0.0,0.0,93.528914,0.0
2022-01-03,11285577.439998822,-1699747.662157819,15112720.36587814,-431415.8247025799,-523123.7428239341,0.0,0.0,80.771668,0.0
2022-01-04,12382291.039998384,-1544159.554222867,15119934.807083882,-519189.3245867751,-688841.179170977,0.0,0.0,83.16712999999999,0.0
2022-01-05,14479327.999998113,-1368524.1234043578,15127149.248289626,-434057.3463522417,-640724.5174743071,0.0,0.0,88.7715,2337.944
2022-01-06,13972039.999997342,-1175385.6842847976,15134363.689495368,-211787.73168901837,-113948.68866728252,0.0,0.0,86.18744799999999,2344.076
2022-01-07,15046014.879997605,-967727.847980976,15141578.13070111,48167.17311269905,572969.0234929015,0.0,0.0,79.08134,2333.5200000000004
2022-01-08,16784560.959996488,-748911.3367530721,15148792.571906852,257045.83689732052,680827.7168521296,0.0,0.0,78.33038,2326.3520000000008
2022-01-09,15871490.399996242,-522601.9642803771,15156007.013112595,385581.49093589146,712841.3877906878,0.0,0.0,82.76499600000001,2326.9400000000005
2022-01-10,14509894.079997672,-292690.57701252494,15163221.45431834,458872.7731668409,-523123.74282442126,0.0,0.0,76.68548200000001,2351.636
2022-01-11,15293527.999997577,-63206.96404258865,15170435.89552408,514765.03914779605,-688841.1791702441,0.0,0.0,83.00496599999998,2312.128
2022-01-12,17839491.839993887,161770.09894848918,15177650.336729825,566568.4759911005,-640724.5174736795,0.0,0.0,74.29928799999999,2314.2
2022-01-13,21080600.31999059,378204.4061688108,15184864.777935568,597527.692864491,-113948.68866583178,0.0,0.0,78.907536,2311.876
2022-01-14,24010737.759988643,582193.1738732179,15192079.219141312,582669.0103233902,572969.0234913515,0.0,0.0,79.82570800000002,2310.868
2022-01-15,22770890.559989348,770054.9057890291,15199293.660347052,513539.8809697529,680827.7168520457,0.0,0.0,76.574814,2311.68
2022-01-16,15581576.319996973,938412.0725588629,15206508.101552796,406479.0284126221,712841.3877900745,0.0,0.0,79.732754,2307.2000000000003
2022-01-17,15059203.999996515,1084266.5473743333,15213722.54275854,293810.0535834359,-523123.74282490846,-794639.9765807596,0.0,77.84590600000001,2307.0319999999997
2022-01-18,16925320.959995642,1205065.9356677954,15220936.983964285,209043.82526940195,-688841.1791695113,0.0,0.0,76.99503600000001,2297.5400000000004
2022-01-19,19010431.039992843,1298759.181081496,15228151.425170025,173957.85289311793,-640724.5174748439,0.0,0.0,75.271468,2290.3720000000003
2022-01-20,19095553.11999142,1363840.116105895,15235365.866375769,187509.7361171621,-113948.68866575455,0.0,0.0,72.480884,0.28
2022-01-21,19691812.47999276,1399377.9457911572,15242580.30758151,217256.02797330127,572969.0234920146,0.0,0.0,79.12108800000001,0.0
2022-01-22,19456266.719993632,1405033.9978748355,15249794.748787252,202509.8272776437,680827.7168526556,0.0,0.0,69.690604,0.0
2022-01-23,19192616.7999934,1381064.4330618733,15257009.189992996,80242.85697402986,712841.3877896668,0.0,0.0,74.613282,0.0
2022-01-24,17020051.519995145,1328308.9751136506,15264223.63119874,-170787.03321376952,-523123.74282258376,0.0,0.0,78.418646,0.0
2022-01-25,17046426.07999538,1248166.0818842305,15271438.07240448,-495443.86902869487,-688841.1791708168,0.0,0.0,76.448768,0.0
2022-01-26,16720712.959996065,1142555.3256750088,15278652.513610223,-771509.3673834852,-640724.5174742162,0.0,0.0,77.50127799999999,0.0
2022-01-27,17898353.43999378,1013868.074935096,15285866.954815969,-872161.3562427631,-113948.68866567734,0.0,0.0,80.15925,0.0
2022-01-28,20200509.91999221,864907.8607503192,15293081.396021709,-748080.1343072102,572969.0234926774,0.0,0.0,81.00738199999999,0.0
2022-01-29,17739278.079995282,698822.0631191173,15300295.83722745,-470660.17909221887,680827.7168532654,0.0,0.0,60.810998000000005,0.0
2022-01-30,18087597.43999476,519026.7571243847,15307510.278433194,-197477.04528433667,712841.387791994,0.0,0.0,65.54056200000001,0.0
2022-01-31,17868041.279996336,329126.71265165467,15314724.719638936,-76186.86875209185,-523123.7428230709,0.0,0.0,58.20856400000001,0.0
2022-02-01,20467063.35999541,132832.63953960506,15321939.16084468,-151464.51158986456,-688841.1791700841,0.0,0.0,94.142988,0.0
2022-02-02,16207279.359997276,-66122.1891721628,15329153.602050424,-340770.70173887804,-640724.5174749163,0.0,0.0,86.064788,0.0
2022-02-03,13727875.679996591,-264063.82042121794,15336368.043256164,-495045.48432476167,-113948.68866560014,0.0,0.0,80.31031600000001,0.0
2022-02-04,14333710.399997557,-457455.9693340751,15343582.484461907,-498290.7475224425,572969.0234899803,0.0,0.0,91.73360600000001,0.0
2022-02-05,16221204.479996985,-642972.9193904029,15350796.925667653,-334475.92753328284,680827.716852488,0.0,0.0,91.311012,0.0
2022-02-06,16557103.839997817,-817565.2398620128,15358011.366873397,-79906.13825171252,712841.3877914834,0.0,0.0,91.015906,0.0
2022-02-07,14905644.959997963,-978516.8088037396,15365225.808079137,162420.02465315917,-523123.7428235579,0.0,0.0,93.87127999999998,0.0
2022-02-08,14607038.7199979,-1123491.8907377236,15372440.249284878,330657.17223198694,-688841.1791703705,0.0,0.0,91.982496,0.0
2022-02-09,15507516.31999601,-1250571.3091595431,15379654.690490622,426509.363815469,-640724.5174729609,0.0,0.0,90.45418599999999,0.0
2022-02-10,16991325.43999424,-1358277.066762535,15386869.131696366,487343.4573782405,-113948.68866629664,0.0,0.0,90.537544,0.0
2022-02-11,17089585.119994693,-1445585.091702841,15394083.572902108,541694.6207182069,572969.0234917905,0.0,0.0,80.94479,0.0
2022-02-12,18213836.15999426,-1511926.1171875156,15401298.01410785,586362.9434724309,680827.7168530979,0.0,0.0,84.538734,0.0
2022-02-13,17456396.47999483,-1557175.0248142066,15408512.455313591,596940.5543485564,712841.387790973,0.0,0.0,88.776208,0.0
2022-02-14,13658879.35999722,-1581629.2905064616,15415726.896519337,554405.0907762811,-523123.74282404507,0.0,0.0,75.733,0.0
2022-02-15,12919482.719997533,-1585977.4570576502,15422941.33772508,462931.9975618945,-688841.1791703574,0.0,0.0,88.03572800000002,0.0
2022-02-16,15299622.079995807,-1571258.811539082,15430155.778930822,348612.4909096212,-640724.517473661,0.0,0.0,87.756218,0.0
2022-02-17,16286815.19999292,-1538815.6623597208,15437370.220136566,246169.9579562579,-113948.68866621944,0.0,0.0,79.875338,0.0
2022-02-18,17036927.999993764,-1490239.7840206337,15444584.661342306,184695.58690502687,572969.0234913062,0.0,0.0,84.45467599999999,0.0
2022-02-19,16838855.679994103,-1427314.7232529712,15451799.10254805,175891.84088336714,680827.716853014,0.0,0.0,92.878896,0.0
2022-02-20,16876686.07999402,-1351955.7353913777,15459013.543753792,203667.2676565611,712841.3877904624,0.0,0.0,80.94848000000002,0.0
2022-02-21,16716399.999994608,-1266149.1431011283,15466227.984959535,219802.53949312452,-523123.7428250407,420805.2789657736,0.0,88.907038,0.0
2022-02-22,14318913.119996684,-1171892.8810219497,15473442.426165275,157668.45271937567,-688841.1791706437,0.0,0.0,79.43016800000001,0.0
2022-02-23,14366035.519997189,-1071139.9111129504,15480656.86737102,-30661.05828821449,-640724.5174743613,0.0,0.0,78.77631199999999,0.0
2022-02-24,15142386.719995093,-965746.0674840598,15487871.308576765,-330487.1334272873,-113948.68866614225,0.0,0.0,79.31192800000001,0.0
2022-02-25,15853392.159995772,-857423.7205911702,15495085.749782506,-648372.4283762673,572969.0234919691,0.0,0.0,135.87064000000004,0.0
2022-02-26,16469957.75999529,-747702.4444274481,15502300.19098825,-849499.4550008433,680827.716852522,0.0,0.0,127.431832,0.0
2022-02-27,17033075.03999466,-637897.6332312408,15509514.632193992,-836582.5071207337,712841.3877927895,0.0,0.0,136.077138,0.0
2022-02-28,14385127.359996768,-529087.753685,15516729.073399736,-619758.8639565802,-523123.7428250194,0.0,0.0,151.88325200000003,0.0
2022-03-01,14095776.319996957,-422100.6424897752,15523943.514605476,-322781.0045123628,-688841.1791699108,0.0,0.0,91.62244600000001,0.0
2022-03-02,12704901.919998243,-317508.9759186891,15531157.95581122,-111907.43701706124,-640724.5174724058,0.0,0.0,79.34258400000002,0.0
2022-03-03,13843089.119996723,-215634.75588727705,15538372.397016965,-91783.92664946156,-113948.6886682123,0.0,0.0,81.48668199999999,0.0
2022-03-04,14197847.34999651,-116562.3845344205,15545586.838222705,-240776.53744299928,572969.0234926322,0.0,0.0,82.325416,0.0
2022-03-05,14235787.019996686,-20159.644192728585,15552801.279428449,-431415.8247026806,680827.7168524382,0.0,0.0,76.561938,0.0
2022-03-06,14840128.789996454,73894.33073148104,15560015.720634192,-519189.3245871682,712841.3877921762,0.0,0.0,82.78145200000002,0.0
2022-03-07,13412879.309997289,166075.20254133825,15567230.161839932,-434057.3463523496,-523123.7428260151,0.0,0.0,80.11409,0.0
2022-03-08,13708687.129997337,256974.9745831804,15574444.603045676,-211787.7316890745,-688841.1791701973,0.0,0.0,78.37092,0.0
2022-03-09,15634265.92999708,347260.327184699,15581659.04425142,48167.1731121458,-640724.5174748979,0.0,0.0,79.04900000000002,0.0
2022-03-10,16868152.559996277,437629.2181650433,15588873.48545716,257045.83689739564,-113948.68866676152,0.0,0.0,84.30944600000001,0.0
2022-03-11,18686278.479995247,528767.2517502629,15596087.926662903,385581.4909355941,572969.0234932951,0.0,0.0,81.509708,0.0
2022-03-12,16296600.909996362,621305.3042280477,15603302.367868649,458872.7731668802,680827.7168530481,0.0,0.0,70.254538,0.0
2022-03-13,16826534.32999631,715779.8337160533,15610516.809074393,514765.0391477725,712841.3877917685,0.0,0.0,85.958344,0.0
2022-03-14,14901030.33999766,812597.197434827,15617731.250280133,566568.475991092,-523123.7428231817,0.0,0.0,82.89598199999999,0.0
2022-03-15,15154546.499997932,912003.1563679111,15624945.691485876,597527.6928643382,-688841.1791704836,0.0,0.0,71.130228,0.0
2022-03-16,14590022.859998122,1014058.5689897452,15632160.13269162,582669.0103233192,-640724.5174742702,0.0,0.0,26.817294,0.0
2022-03-17,14663678.849996703,1118622.0684731754,15639374.573897364,513539.88096997526,-113948.68866805788,0.0,0.0,74.475068,0.0
2022-03-18,15441814.30999675,1225340.2880875608,15646589.015103104,406479.0284126059,572969.0234928108,0.0,0.0,87.47661399999998,0.0
2022-03-19,16191998.309996879,1333645.9544492096,15653803.456308847,293810.0535832925,680827.7168522706,0.0,0.0,71.36428200000002,0.0
2022-03-20,16951414.709995355,1442763.9154686322,15661017.897514593,209043.82526913527,712841.3877911553,0.0,0.0,80.638888,0.0
2022-03-21,14748950.649997283,1551724.9169625551,15668232.338720333,173957.8528932238,-523123.7428236689,0.0,0.0,63.32797199999999,0.0
2022-03-22,13736326.76999778,1659386.6966084486,15675446.779926077,187509.7361172407,-688841.17917077,0.0,0.0,78.743372,0.0
2022-03-23,14084718.839998037,1764461.7335972784,15682661.221131818,217256.02797329935,-640724.5174749705,0.0,0.0,77.13835599999999,0.0
2022-03-24,15799439.029996289,1865550.7838137397,15689875.662337562,202509.82727765344,-113948.6886666071,0.0,0.0,72.392322,0.0
2022-03-25,17121602.259995997,1961181.149831196,15697090.103543304,80242.85697361366,572969.0234912611,0.0,0.0,78.46368600000001,0.0
2022-03-26,16499775.479996212,2049848.4876740808,15704304.544749048,-170787.03321342196,680827.7168524724,0.0,0.0,68.100356,0.0
2022-03-27,17537201.59999473,2130060.842451754,15711518.985954791,-495443.869028694,712841.3877906448,0.0,0.0,72.33639400000001,0.0
2022-03-28,14893743.139996925,2200383.535646265,15718733.427160531,-771509.3673833677,-523123.742824156,0.0,0.0,82.03422,0.0
2022-03-29,14937723.739997318,2259483.499894548,15725947.868366277,-872161.356242552,-688841.1791700373,0.0,0.0,54.609736000000005,0.0
2022-03-30,14173312.289997287,2306171.673133677,15733162.30957202,-748080.1343069635,-640724.5174748071,0.0,0.0,34.582676,0.0
2022-03-31,15618551.929995729,2339442.122176129,15740376.750777762,-470660.1790921996,-113948.68866515634,0.0,0.0,32.388068000000004,0.0
2022-04-01,16742576.58999557,2358506.6642503045,15747591.191983502,-197477.0452843181,572969.0234919238,0.0,0.0,244.05005200000002,0.0
2022-04-02,16516606.969996287,2362823.890503268,15754805.633189246,-76186.86875219452,680827.7168523886,0.0,0.0,764.0197520000002,0.0
2022-04-03,17005106.02999584,2352121.6637254497,15762020.07439499,-151464.51158970926,712841.3877901343,0.0,0.0,769.4903800000002,0.0
2022-04-04,14713389.549996864,2326412.358329324,15769234.515600732,-340770.70173867565,-523123.74282515177,0.0,0.0,673.691146,0.0
2022-04-05,14452542.979996974,2286000.3279322507,15776448.956806472,-495045.48432444816,-688841.1791710432,0.0,0.0,736.8927819999999,0.0
2022-04-06,14415896.869997397,2231481.318070911,15783663.398012215,-498290.7475225548,-640724.5174755073,0.0,0.0,684.9558899999998,0.0
2022-04-07,15429793.84999685,2163733.7816457194,15790877.83921796,-334475.92753337254,-113948.68866645268,0.0,0.0,703.0658160000002,0.0
2022-04-08,16059462.799996462,2083902.2953464496,15798092.280423705,-79906.1382517347,572969.0234925868,0.0,0.0,892.7773399999999,0.0
2022-04-09,16653698.339995949,1993373.5094464924,15805306.721629446,162420.02465320996,680827.7168523048,0.0,0.0,874.58623,0.0
2022-04-10,17075826.50999533,1893745.2838794813,15812521.162835186,330657.1722316764,712841.3877925641,0.0,0.0,888.283398,0.0
2022-04-11,15162892.489996903,1786789.8640446183,15819735.60404093,426509.36381554377,-523123.7428261474,0.0,0.0,814.7671260000002,0.0
2022-04-12,14750082.239997009,1674412.1243024,15826950.045246674,487343.457378112,-688841.1791703106,0.0,0.0,711.6871679999999,0.0
2022-04-13,15180056.729996722,1558604.050678395,15834164.486452416,541694.6207182674,-640724.5174748795,0.0,0.0,719.0014739999999,0.0
2022-04-14,16789003.82999539,1441396.742648238,15841378.927658156,586362.9434723456,-113948.68866500192,0.0,0.0,760.4306760000001,0.0
2022-04-15,17953798.039995287,1324811.2840598742,15848593.3688639,596940.5543480793,572969.0234921025,0.0,0.0,772.6909340000001,0.0
2022-04-16,18567446.939994946,1210809.8633579991,15855807.810069645,554405.0907762256,680827.716852221,0.0,0.0,751.7516119999999,0.0
2022-04-17,12077517.629997974,1101248.5125695372,15863022.251275389,462931.9975616035,712841.3877919508,0.0,0.0,596.9041599999999,0.0
2022-04-18,12865645.719997616,997832.7836114982,15870236.69248113,348612.4909096523,-523123.742826126,0.0,0.0,744.2014160000001,0.0
2022-04-19,13964724.97999744,902077.5910264312,15877451.133686874,246169.95795592305,-688841.1791705971,0.0,0.0,672.6444440000001,0.0
2022-04-20,14006611.429997087,815272.3252027034,15884665.574892616,184695.5869047376,-640724.517474252,0.0,0.0,696.5424439999999,0.0
2022-04-21,15307764.979996182,738452.1833102511,15891880.016098358,175891.84088300963,-113948.68866707195,0.0,0.0,702.90947,0.0
2022-04-22,15214773.069996277,672376.481500029,15899094.4573041,203667.2676564757,572969.0234916998,0.0,0.0,759.969378,0.0
2022-04-23,15565322.369996082,617514.5069272071,15906308.898509843,219802.5394931284,680827.7168528308,0.0,0.0,777.9221040000001,0.0
2022-04-24,16123604.709995627,574039.2480851642,15913523.339715589,157668.4527193184,712841.3877915432,0.0,0.0,849.3337399999998,0.0
2022-04-25,14645396.499997057,541829.1134142682,15920737.780921329,-30661.05828827461,-523123.74282712175,0.0,0.0,800.8560759999999,0.0
2022-04-26,14618302.629997145,520477.5179682101,15927952.222127073,-330487.1334273107,-688841.179170584,0.0,0.0,1054.904966,0.0
2022-04-27,14877582.309997203,509309.9929410005,15935166.663332816,-648372.4283760518,-640724.5174736242,0.0,0.0,1079.491698,0.0
2022-04-28,15544720.009995675,507408.25970223057,15942381.10453856,-849499.4550006696,-113948.68866562122,0.0,0.0,1077.1502619999999,0.0
2022-04-29,16103277.999996621,513640.5148719041,15949595.5457443,-836582.5071208527,572969.0234912155,0.0,0.0,1158.470862,0.0
2022-04-30,16141713.709996672,526697.0015801195,15956809.986950044,-619758.863956168,680827.7168527469,0.0,0.0,1276.1693439999997,0.0
2022-05-01,17147061.459995903,545129.7992595738,15964024.428155787,-322781.0045122184,712841.3877909299,0.0,0.0,842.5925020000001,0.0
2022-05-02,14905411.049997222,567395.654168074,15971238.86936153,-111907.4370167918,-523123.7428242883,0.0,0.0,382.289124,0.0
2022-05-03,14891105.209997611,591900.5983164238,15978453.310567273,-91783.9266495283,-688841.1791708702,0.0,0.0,72.315268,0.0
2022-05-04,15620157.889997363,617045.0675302265,15985667.751773017,-240776.537443253,-640724.5174743244,0.0,0.0,45.388414000000004,0.0
2022-05-05,16448069.66999615,641268.2307667119,15992882.192978758,-431415.8247023936,-113948.68866691756,0.0,0.0,42.54702999999999,0.0
2022-05-06,17198017.459996115,663090.2821981777,16000096.6341845,-519189.3245868976,572969.0234907313,0.0,0.0,43.518556,0.0
2022-05-07,18005336.51999529,681151.5234231638,16007311.075390244,-434057.3463523608,680827.7168522552,0.0,0.0,52.063542,0.0
2022-05-08,15290224.149996828,694247.1729286427,16014525.516595988,-211787.7316891342,712841.3877904194,0.0,0.0,45.582654,0.0
2022-05-09,15140126.629997652,701356.9799631307,16021739.957801728,48167.17311216246,-523123.74282477546,0.0,0.0,48.23015000000001,0.0
2022-05-10,15059968.449997647,701668.8858864477,16028954.399007471,257045.83689734,-688841.1791701376,0.0,0.0,45.03684,0.0
2022-05-11,15491867.669996057,694596.1625471148,16036168.840213217,385581.4909355779,-640724.517472369,0.0,0.0,45.996062,0.0
2022-05-12,16885127.43999451,679787.6585890803,16043383.281418957,458872.773166992,-113948.68866546678,0.0,0.0,43.59831400000001,0.0
2022-05-13,17166149.699994758,657130.9945381165,16050597.7226247,514765.0391478632,572969.0234925415,0.0,0.0,44.09505,0.0
2022-05-14,16531444.559994852,626748.7597078792,16057812.163830442,566568.4759911735,680827.7168521713,0.0,0.0,48.881575999999995,0.0
2022-05-15,18126718.099993877,588987.9719504599,16065026.605036184,597527.692864252,712841.387789806,0.0,0.0,46.008094,0.0
2022-05-16,15902474.099995717,544403.2587915983,16072241.046241928,582669.0103233797,-523123.74282526266,0.0,0.0,44.008936000000006,0.0
2022-05-17,14697233.199996829,493734.3997054321,16079455.487447672,513539.8809697121,-688841.1791694048,0.0,0.0,61.920158,0.0
2022-05-18,13791615.92999768,437879.0287977963,16086669.928653412,406479.02841261326,-640724.5174748611,0.0,0.0,63.278358,0.0
2022-05-19,15019013.889995854,377861.4303877289,16093884.369859155,293810.0535835457,-113948.68866538956,0.0,0.0,61.47454800000001,0.0
2022-05-20,14817059.669996865,314798.4630870273,16101098.8110649,209043.8252693033,572969.0234920572,0.0,0.0,64.907608,0.0
2022-05-21,14524228.039996682,249863.7181041893,16108313.252270645,173957.852893275,680827.7168527811,0.0,0.0,59.90631600000001,0.0
2022-05-22,15681538.79999616,184251.05286874724,16115527.693476385,187509.73611691457,712841.3877893982,0.0,0.0,64.595706,0.0
2022-05-23,14339011.999997092,119138.6408582491,16122742.134682126,217256.0279733908,-523123.7428229379,0.0,0.0,58.32600600000001,0.0
2022-05-24,13906801.899996867,55654.643151663,16129956.57588787,202509.8272776147,-688841.1791707099,0.0,0.0,61.66425399999999,0.0
2022-05-25,14195548.719996978,-5154.461938473011,16137171.017093614,80242.85697354906,-640724.5174742335,0.0,0.0,54.48952200000001,0.0
2022-05-26,16011463.629994944,-62351.95526678905,16144385.458299356,-170787.0332134672,-113948.68866745965,0.0,0.0,59.20315799999999,0.0
2022-05-27,16823700.97999527,-115134.55180797123,16151599.8995051,-495443.86902869307,572969.0234927201,0.0,0.0,63.386995999999996,0.0
2022-05-28,15473554.819996074,-162851.0187750829,16158814.34071084,-771509.367383328,680827.7168520038,0.0,0.0,55.242811999999994,0.0
2022-05-29,13787143.309997099,-205015.2523908308,16166028.781916585,-872161.3562427011,712841.3877917255,0.0,0.0,54.610388,0.0
2022-05-30,13277668.019997338,-241313.51293945184,16173243.223122329,-748080.1343072352,-523123.7428229165,-233980.285515034,0.0,55.59551000000001,0.0
2022-05-31,13439068.569997571,-271605.70933182375,16180457.66432807,-470660.1790924488,-688841.1791699775,0.0,0.0,50.54113000000001,0.0
2022-06-01,16398470.369997429,-295920.8173817778,16187672.105533814,-197477.04528399743,-640724.5174749336,0.0,0.0,249.91842000000003,0.0
2022-06-02,18123936.62999564,-314446.7043287731,16194886.546739554,-76186.86875217047,-113948.6886673824,0.0,0.0,247.41123000000002,1152.844
2022-06-03,19265809.219995476,-327514.8099283428,16202100.987945298,-151464.5115898403,572969.023490023,0.0,0.0,228.00257799999997,1151.696
2022-06-04,19269226.739995424,-335580.2961964816,16209315.42915104,-340770.70173882955,680827.7168526136,0.0,0.0,242.47742399999998,1141.7839999999999
