ds,SALES,yearly,trend,monthly,weekly,holidays,KPM_COST_CBA,KPM_COST_EMOD,PLA_AD_SPEND_PLA,TOA_AD_SPEND_TOA,REDEMPTION_COST_LOYAL_CUSTOMER_MAILER
2022-02-04,23946655.880001932,-1410314.7668610292,28748357.231299646,2575132.320289853,2840660.53112166,0.0,0.0,0.0,365.95967200000007,0.0,2624.75
2022-02-05,32101296.600002572,-1322995.875870342,28753991.621719237,2786549.912751164,5481025.431236686,0.0,0.0,0.0,386.173168,0.0,3524.8999999999996
2022-02-06,36059329.9600025,-1206923.720911104,28759626.012138832,1656529.8803819614,5513520.605426262,0.0,0.0,0.0,381.620182,0.0,3276.7000000000003
2022-02-07,27069063.160001732,-1059516.904650902,28765260.402558416,68088.15224957204,-2481118.253128104,0.0,0.0,0.0,380.39646999999997,645.288,2119.15
2022-02-08,26073217.560001962,-879384.7514591748,28770894.79297801,-795668.1061445804,-3810760.512353478,0.0,0.0,0.0,371.431906,500.47200000000004,2633.5
2022-02-09,26280114.440002255,-666375.4155951786,28776529.1833976,-519953.2340562648,-3956593.106248452,0.0,0.0,0.0,390.36746200000005,639.6600000000001,2305.95
2022-02-10,26891228.640001964,-421586.5907805871,28782163.5738172,260334.0641850973,-3586734.6960543287,0.0,0.0,0.0,375.81383,642.46,2648.5499999999997
2022-02-11,29409719.92000214,-147338.84349515385,28787797.964236785,585811.5909728959,2840660.53113179,0.0,0.0,0.0,381.910286,637.98,3222.7499999999995
2022-02-12,37089721.92000274,152887.33397878858,28793432.354656383,133212.458781736,5481025.431238758,0.0,0.0,0.0,374.75871400000005,639.184,3429.8499999999995
2022-02-13,39882316.680003256,474548.62345143815,28799066.745075967,-554065.5430706644,5513520.605421446,0.0,0.0,0.0,383.4073220000001,609.28,2823.6
2022-02-14,30165740.4400023,812167.046592117,28804701.13549557,-755078.7800235362,-2481118.2531303437,0.0,0.0,0.0,355.506458,530.852,1943.8000000000004
2022-02-15,24138360.64000178,1159485.2479580073,28810335.52591516,-418232.9001230362,-3810760.512353603,0.0,0.0,0.0,334.669052,641.928,2219.5000000000005
2022-02-16,24458561.08000182,1509644.2070282768,28815969.91633475,-242438.53610812064,-3956593.106254797,0.0,0.0,0.0,381.32086000000004,642.628,2121.2000000000003
2022-02-17,23269380.32000183,1855378.0932556144,28821604.30675434,-868107.1958230475,-3586734.696053988,0.0,0.0,0.0,392.99409999999995,645.232,1643.45
2022-02-18,27076440.88000225,2189220.537843827,28827238.69717393,-2011244.7287926604,2840660.531132883,0.0,0.0,0.0,386.316632,647.36,2074.2
2022-02-19,31910211.240002956,2503716.3241869085,28832873.08759352,-2506756.924678636,5481025.431239919,0.0,0.0,0.0,375.86412600000006,646.1840000000001,2403.3500000000004
2022-02-20,33940703.52000268,2791632.4016801817,28838507.47801312,-1356756.356759224,5513520.60541663,0.0,0.0,0.0,391.65079399999996,648.76,2211.7999999999997
2022-02-21,29462917.320002265,3046162.205782003,28844141.868432708,1162852.2529736944,-2481118.2531386805,-180910.39931603716,0.0,0.0,392.3855159999999,648.116,1976.7500000000005
2022-02-22,23285407.28000163,3261117.5168827088,28849776.2588523,3454319.9744393667,-3810760.512355831,0.0,0.0,0.0,311.222318,580.9159999999999,1485.3000000000002
2022-02-23,23724052.440001383,3431102.502492009,28855410.64927189,3795923.473207168,-3956593.106261143,0.0,0.0,0.0,393.5105419999999,619.9199999999998,1642.9
2022-02-24,23675529.04000135,3551665.1481440123,28861045.03969148,1790711.8026651654,-3586734.696053646,0.0,0.0,0.0,349.37327400000004,631.9879999999999,1315.0500000000004
2022-02-25,26845792.88000185,3619421.9744027504,28866679.430111077,-1233118.979497149,2840660.531138494,0.0,0.0,0.0,371.4918060000001,629.8879999999999,1845.3000000000004
2022-02-26,32666552.840002507,3632152.739204916,28872313.820530668,-3267517.841524661,5481025.431233541,0.0,0.0,0.0,389.261746,651.14,2067.95
2022-02-27,37516707.120002866,3588862.712245821,28877948.21095026,-3217408.4981760345,5513520.605437608,0.0,0.0,0.0,413.5727739999999,658.8399999999999,2229.1
2022-02-28,27232840.720001884,3489811.0548139694,28883582.60136985,-1654987.3579208069,-2481118.2531348225,0.0,0.0,0.0,397.92571200000003,655.228,1541.7500000000002
2022-03-01,24836096.600001916,3336504.816464092,28889216.99178944,-124332.09879239698,-3810760.512349949,0.0,0.0,0.0,317.06978000000004,653.8000000000001,1518.7500000000002
2022-03-02,22412711.720002215,3131659.0408707107,28894851.382209036,300979.2165942828,-3956593.106250461,0.0,0.0,0.0,336.01991799999996,646.7159999999999,2011.6000000000004
2022-03-03,23091670.120002378,2879124.428705555,28900485.772628624,-128379.73808206063,-3586734.696064252,0.0,0.0,0.0,348.66190200000005,649.936,2796.05
2022-03-04,24560774.16000281,2583784.9085325478,28906120.16304821,-294049.3908001444,2840660.5311441063,0.0,0.0,0.0,338.121222,650.0200000000001,3394.9
2022-03-05,29028099.600003883,2251428.291792247,28911754.55346781,552295.4285254997,5481025.431234703,0.0,0.0,0.0,350.811786,638.2039999999998,3859.4499999999994
2022-03-06,32867902.560004134,1888593.912510916,28917388.9438874,1997701.7843850036,5513520.60543567,0.0,0.0,0.0,352.91941399999996,655.9000000000001,3824.500000000001
2022-03-07,23956711.32000271,1502401.75639488,28923023.334306996,2862814.4339384283,-2481118.25314316,0.0,0.0,0.0,350.1235439999999,647.08,917.9000000000001
2022-03-08,22889060.76000276,1100368.0518476977,28928657.724726584,2354813.4834937234,-3810760.5123521774,0.0,0.0,0.0,336.22400400000004,238.89600000000002,817.7
2022-03-09,22684191.64000237,690212.6150396363,28934292.11514617,838413.9107237121,-3956593.106258074,0.0,0.0,0.0,336.560436,0.0,777.6
2022-03-10,22931272.080002293,279663.4053493682,28939926.505565766,-507223.7133667593,-3586734.6960566784,0.0,0.0,0.0,267.790306,0.0,888.8
2022-03-11,25248824.36000316,-123736.24677630894,28945560.89598536,-780510.7648091275,2840660.531149717,0.0,0.0,0.0,253.13714000000002,0.0,1020.9
2022-03-12,27391551.480004124,-512812.42819516,28951195.286404952,-127652.21677210186,5481025.431236775,0.0,0.0,0.0,340.52173200000004,0.0,965.7
2022-03-13,31670047.280004594,-880932.4372695601,28956829.676824544,522963.6065700204,5513520.605427975,0.0,0.0,0.0,283.34457999999995,0.0,958.5
2022-03-14,23796455.160003055,-1222159.0139937678,28962464.06724413,438448.5770974822,-2481118.2531254203,0.0,0.0,0.0,288.03519200000005,0.0,666.0
2022-03-15,22548967.240003042,-1531383.0017011703,28968098.45766373,-233836.37050701323,-3810760.512354405,0.0,0.0,0.0,279.771776,0.0,648.0
2022-03-16,23441756.680003647,-1804431.1085771543,28973732.84808332,-740477.8214511792,-3956593.106255905,0.0,0.0,0.0,213.96963,0.0,652.5
2022-03-17,22156453.960003335,-2038146.1959576893,28979367.23850291,-621392.666617376,-3586734.6960635683,0.0,0.0,0.0,293.857584,0.0,571.5
2022-03-18,23304916.240003765,-2230438.342237462,28985001.6289225,-256086.26524753685,2840660.531150811,0.0,0.0,0.0,296.187272,0.0,481.5
2022-03-19,27826560.520004883,-2380305.791259844,28990636.01934209,-445696.02994668577,5481025.431237027,0.0,0.0,0.0,350.804284,0.0,886.5
2022-03-20,31522763.720005274,-2487825.7672389834,28996270.40976169,-1436002.40682745,5513520.60542604,0.0,0.0,0.0,360.3074959999999,0.0,945.0
2022-03-21,24180534.800003767,-2554115.998581302,29001904.80018128,-2422149.204612488,-2481118.25312766,0.0,0.0,0.0,330.80544599999996,0.0,513.0
2022-03-22,21562824.960003145,-2581268.6159897456,29007539.19060087,-2157677.4361888296,-3810760.512356632,0.0,0.0,0.0,338.284422,0.0,436.5
2022-03-23,22374204.800003067,-2572258.852311829,29013173.58102046,-189911.2761011108,-3956593.10626225,0.0,0.0,0.0,338.411646,0.0,634.5
2022-03-24,22623494.04000332,-2530831.651525917,29018807.97144005,2461122.216740381,-3586734.6960559958,0.0,0.0,0.0,349.457374,0.0,526.5
2022-03-25,24428889.52000379,-2461369.873369868,29024442.36185964,3936976.5854160935,2840660.531131182,0.0,0.0,0.0,351.3380900000001,0.0,598.5
2022-03-26,28212746.36000475,-2368748.243001002,29030076.75227924,3037914.1083902586,5481025.431231558,0.0,0.0,0.0,335.57794200000006,0.0,670.5
2022-03-27,32651134.04000587,-2258177.529918985,29035711.142698828,276983.9841874579,5513520.605421223,0.0,0.0,0.0,359.94710000000003,0.0,697.5
2022-03-28,25738376.60000376,-2135043.639279589,29041345.53311842,-2479677.397201953,-2481118.2531298986,0.0,0.0,0.0,363.10541200000006,0.0,504.0
2022-03-29,25968568.92000394,-2004746.3579316717,29046979.92353801,-3504868.374318794,-3810760.512350752,0.0,0.0,0.0,342.370346,0.0,423.0
2022-03-30,24718163.360004287,-1872542.4173067843,29052614.3139576,-2534996.2674501976,-3956593.106252836,0.0,0.0,0.0,352.63040199999995,0.0,414.0
2022-03-31,26885694.48000466,-1743397.3202898123,29058248.7043772,-791648.4664693071,-3586734.696048422,0.0,0.0,0.0,391.8229420000001,0.0,472.5
2022-04-01,29708350.960004978,-1621850.0376192243,29063883.094796784,242938.36518750855,2840660.5311367936,0.0,0.0,0.0,275.803722,0.0,711.0
2022-04-02,34278483.16000678,-1511894.2233431137,29069517.485216383,130014.99527856098,5481025.431232721,0.0,0.0,0.0,346.16667,0.0,895.5
2022-04-03,39167759.7600077,-1416879.043540496,29075151.87563597,-314015.96594218933,5513520.605416407,0.0,0.0,0.0,321.873524,0.0,832.5
2022-04-04,28057743.00000454,-1339432.0757905378,29080786.266055565,-186.96377064408685,-2481118.253138237,0.0,0.0,0.0,343.88084199999986,0.0,63.0
2022-04-05,25618400.880003665,-1281406.038972774,29086420.656475157,1268259.238556884,-3810760.5123589854,0.0,0.0,0.0,329.33171,0.0,40.5
2022-04-06,25512345.920002963,-1243850.375290236,29092055.04689475,2575132.32028886,-3956593.1062591816,0.0,0.0,0.0,338.7716880000001,0.0,45.0
2022-04-07,25772460.840003014,-1227007.9516032164,29097689.43731433,2786549.912750909,-3586734.6960553136,0.0,0.0,0.0,321.556294,0.0,18.0
2022-04-08,27104154.000003476,-1230336.3978012386,29103323.82773393,1656529.880382346,2840660.531142405,0.0,0.0,0.0,328.0349220000001,0.0,27.0
2022-04-09,32228926.200004816,-1252552.8781313938,29108958.21815352,68088.15224996133,5481025.431233883,0.0,0.0,0.0,342.737634,0.0,27.0
2022-04-10,36361554.920005366,-1291700.4183440306,29114592.60857312,-795668.106145136,5513520.605434504,0.0,0.0,0.0,340.946342,0.0,0.0
2022-04-11,27724946.720003698,-1345233.3061779563,29120226.998992704,-519953.23405183567,-2481118.253146574,0.0,0.0,0.0,328.75015600000006,0.0,0.0
2022-04-12,26063319.120003488,-1410118.562317171,29125861.389412303,260334.06418272105,-3810760.512353105,0.0,0.0,0.0,288.448672,0.0,0.0
2022-04-13,25712849.48000308,-1482950.0574510717,29131495.779831894,585811.5909720496,-3956593.1062570135,0.0,0.0,0.0,356.92186599999997,0.0,0.0
2022-04-14,28491448.08000344,-1560071.5394603324,29137130.170251485,133212.4587780832,-3586734.69604774,0.0,0.0,0.0,303.701544,0.0,0.0
2022-04-15,34908790.08000507,-1637704.6407133986,29142764.56067108,-554065.5430706312,2840660.531143498,0.0,0.0,0.0,322.72195200000004,0.0,0.0
2022-04-16,46833719.120007984,-1712077.862543832,29148398.951090667,-755078.7800241737,5481025.431235045,0.0,0.0,0.0,338.19949199999996,0.0,0.0
2022-04-17,28706802.16000503,-1779552.5827214231,29154033.34151025,-418232.9001269165,5513520.605432567,0.0,0.0,0.0,274.438886,477.092,0.0
2022-04-18,24101220.9200027,-1836742.298313504,29159667.73192985,-242438.53610906983,-2481118.2531427154,0.0,0.0,0.0,322.512726,481.7120000000001,0.0
2022-04-19,23378920.76000231,-1880621.5940095128,29165302.122349445,-868107.1958206104,-3810760.512355332,0.0,0.0,0.0,301.32399000000004,479.9760000000001,0.0
2022-04-20,22138817.36000228,-1908621.704332624,29170936.51276904,-2011244.728792064,-3956593.106254845,0.0,0.0,0.0,353.06533199999996,478.57599999999996,0.0
2022-04-21,22810714.120002605,-1918710.004197517,29176570.903188627,-2506756.9246830083,-3586734.696058345,0.0,0.0,0.0,354.44336200000004,478.548,0.0
2022-04-22,24116258.120003067,-1909451.3003288575,29182205.29360822,-1356756.3567602895,2840660.531128387,0.0,0.0,0.0,324.24954600000007,476.812,0.0
2022-04-23,28442599.28000408,-1880049.388696045,29187839.68402781,1162852.2529791214,5481025.431237116,0.0,0.0,0.0,366.68396800000005,475.832,0.0
2022-04-24,32854419.480005484,-1830367.9713652297,29193474.0744474,3454319.974438921,5513520.605424872,0.0,0.0,0.0,338.6979759999999,487.788,0.0
2022-04-25,24879064.280003197,-1760930.6704343176,29199108.464866992,3795923.473207414,-2481118.2531510526,0.0,0.0,0.0,306.087356,485.21199999999993,0.0
2022-04-26,22711684.960002612,-1672900.5170400443,29204742.855286587,1790711.8026659216,-3810760.512355457,0.0,0.0,0.0,320.491678,484.20400000000006,0.0
2022-04-27,22090287.880002044,-1568039.9105507503,29210377.24570618,-1233118.9794942772,-3956593.106252677,0.0,0.0,0.0,367.15656799999994,481.7680000000001,0.0
2022-04-28,22403612.12000237,-1448652.6182603503,29216011.63612577,-3267517.841525518,-3586734.696050772,0.0,0.0,0.0,414.69813800000003,479.21999999999997,0.0
2022-04-29,24289645.52000253,-1317509.9028687023,29221646.02654536,-3217408.4981750133,2840660.531129481,0.0,0.0,0.0,441.16864,479.83600000000007,0.0
2022-04-30,28464293.80000363,-1177763.308333833,29227280.416964952,-1654987.3579216888,5481025.431238279,0.0,0.0,0.0,317.3940540000001,479.72399999999993,0.0
2022-05-01,33235270.440004952,-1032846.9926668382,29232914.807384543,-124332.09879241798,5513520.605422935,0.0,0.0,0.0,513.351266,488.68399999999997,26.0
2022-05-02,25517649.200003237,-886372.7590340733,29238549.19780413,300979.2165936178,-2481118.2531333133,0.0,0.0,0.0,366.17414199999996,489.13199999999995,145.60000000000002
2022-05-03,23695805.640002284,-742021.0978786979,29244183.58822373,-128379.7380849488,-3810760.512357684,0.0,0.0,0.0,298.434066,527.072,253.0
2022-05-04,23388514.40000224,-603431.6096516125,29249817.97864332,-294049.3907982575,-3956593.1062590224,0.0,0.0,0.0,366.83342999999996,471.996,1275.2
2022-05-05,23591932.240002517,-474096.1300795693,29255452.36906291,552295.4285248885,-3586734.696057663,0.0,0.0,0.0,373.9571619999999,473.4240000000001,2072.85
2022-05-06,25003737.840002988,-357257.73123932513,29261086.759482503,1997701.7843851936,2840660.531130574,0.0,0.0,0.0,380.32364000000007,472.2480000000001,3063.3499999999995
2022-05-07,32612728.880005043,-255818.52841382916,29266721.14990209,2862814.433939774,5481025.4312319,0.0,0.0,0.0,393.656474,473.22800000000007,3287.2999999999997
2022-05-08,30944117.28000414,-172258.8941015103,29272355.540321685,2354813.4834938496,5513520.60541812,0.0,0.0,0.0,402.05460999999997,475.58000000000004,2776.9000000000005
2022-05-09,25799889.480002828,-108570.278368816,29277989.93074128,838413.910724184,-2481118.2531355536,0.0,0.0,0.0,469.813984,476.8960000000001,2855.95
2022-05-10,24064992.36000248,-66203.37295759819,29283624.32116087,-507223.7133671201,-3810760.512351804,0.0,0.0,0.0,421.6933580000001,476.308,2525.249999999999
2022-05-11,23392913.520002782,-46032.85059476419,29289258.711580463,-780510.764808188,-3956593.1062483415,0.0,0.0,0.0,435.22209599999996,476.672,2167.65
2022-05-12,24022669.560002983,-48339.37754377089,29294893.10200005,-127652.21676783748,-3586734.6960500893,0.0,0.0,0.0,436.236566,478.29600000000005,2240.1499999999996
2022-05-13,25212277.12000283,-72809.0537306916,29300527.492419645,522963.6065687963,2840660.531140704,0.0,0.0,0.0,477.20244599999995,366.408,2962.249999999999
2022-05-14,28479361.560003966,-118549.8981246396,29306161.88283924,438448.5771003338,5481025.4312330615,0.0,0.0,0.0,499.52478999999994,474.17999999999995,2490.5
2022-05-15,32804390.0000049,-184124.48407100237,29311796.273258828,-233836.3705062018,5513520.605416182,0.0,0.0,0.0,491.760178,479.08000000000004,2646.0999999999995
2022-05-16,25810220.640002787,-267597.3558904492,29317430.66367842,-740477.8214502551,-2481118.253137793,0.0,0.0,0.0,497.59476400000005,102.25600000000003,2144.2999999999997
2022-05-17,23996662.40000249,-366595.43817827647,29323065.054098014,-621392.6666203229,-3810760.512345923,0.0,0.0,0.0,412.56536400000005,0.0,1787.1000000000001
2022-05-18,23566496.600002974,-478379.2954056683,29328699.444517605,-256086.2652487725,-3956593.106255953,0.0,0.0,0.0,473.50629800000013,0.0,1640.8000000000002
2022-05-19,24708258.3200036,-599922.821357369,29334333.8349372,-445696.0299490071,-3586734.6960497475,0.0,0.0,0.0,486.7964160000001,0.0,1952.15
2022-05-20,25702081.84000403,-727998.7430466545,29339968.225356787,-1436002.4068301923,2840660.531141797,0.0,0.0,0.0,455.43899999999996,0.0,2394.1
2022-05-21,28575456.32000412,-859267.216680884,29345602.61577638,-2422149.2046161843,5481025.431235135,0.0,0.0,0.0,464.01578400000005,0.0,2293.8500000000004
2022-05-22,32826897.04000512,-990364.7753460658,29351237.00619597,-2157677.4361919924,5513520.605408487,0.0,0.0,0.0,482.207714,0.0,2397.6500000000005
2022-05-23,26092422.52000405,-1117990.9585123968,29356871.39661556,-189911.27610507948,-2481118.2531261514,0.0,0.0,0.0,448.0926300000001,0.0,2000.5
2022-05-24,23622558.520003345,-1238990.107570666,29362505.78703516,2461122.21673978,-3810760.512356258,0.0,0.0,0.0,476.75623799999994,0.0,1592.6000000000001
2022-05-25,26159275.120003298,-1350426.0431352498,29368140.177454747,3936976.585415961,-3956593.106253785,0.0,0.0,0.0,440.81301399999995,0.0,1310.1000000000001
2022-05-26,27555631.64000371,-1449647.6392423562,29373774.56787434,3037914.108390834,-3586734.6960603534,0.0,0.0,0.0,510.99655399999995,0.0,1964.35
2022-05-27,30383063.52000434,-1534343.6656657795,29379408.958293937,276983.98418818245,2840660.531147408,0.0,0.0,0.0,497.792686,0.0,1994.9500000000003
2022-05-28,31562916.44000474,-1602585.6695152684,29385043.34871352,-2479677.3972018966,5481025.431235386,0.0,0.0,0.0,432.62160399999993,0.0,2015.45
2022-05-29,29086608.360004347,-1652858.0966819958,29390677.73913312,-3504868.3743176637,5513520.605429465,0.0,0.0,0.0,467.81300600000003,0.0,1991.1
2022-05-30,29947096.5600049,-1684075.297815337,29396312.129552703,-2534996.2674458167,-2481118.253122293,4845782.443912477,0.0,0.0,467.73657600000007,0.0,1412.0500000000002
2022-05-31,27282074.96000383,-1695585.5069289566,29401946.519972306,-791648.4664682983,-3810760.5123503776,0.0,0.0,0.0,447.28640800000005,0.0,1229.2
2022-06-01,27082895.080003306,-1687162.3087341278,29407580.91039189,242938.36519022976,-3956593.10626013,0.0,0.0,0.0,437.450638,0.0,1719.0
2022-06-02,26946107.240002748,-1658984.508914616,29413215.300811484,130014.99527988066,-3586734.696060012,0.0,0.0,0.0,405.805302,0.0,2042.0
2022-06-03,29003397.240003385,-1611605.6770442517,29418849.691231072,-314015.9659392532,2840660.531123261,0.0,0.0,0.0,424.44287799999995,0.0,2050.45
2022-06-04,32268967.96000437,-1545914.933182664,29424484.08165067,-186.96377107354093,5481025.431237459,0.0,0.0,0.0,415.465624,0.0,2034.5000000000002
